Search Parameters,Year,Mo,Dy,Hr,Mn,Sec,Tsunami Event Validity,Tsunami Cause Code,Earthquake_Magnitude,Vol,More Info,Deposits,Country,Location Name,Latitude,Longitude,Maximum_Water_Height,Number of Runups,Tsunami Magnitude (Abe),Tsunami Magnitude (Iida),Tsunami Intensity,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Houses Damaged,Houses Damaged Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description,Total Houses Damaged,Total Houses Damaged Description
,1985,9,19,13,17,47.3,4,1,8,,,1,MEXICO,MEXICO,18.19,-102.533,3,19,,1.6,,,,,,,,,1,,,,,9500,4,,,30000,4,4000,4,,4,,
,1985,9,21,1,37,13.4,4,1,7.6,,,0,MEXICO,MEXICO,17.802,-101.647,1.2,3,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
,1986,5,7,22,47,10.8,4,1,8,,,0,USA,"ANDREANOF ISLANDS, AK",51.52,-174.776,0.9,66,,-0.1,,,,,,,,,,,,,,,,,,,,,2,,,,2
,1986,5,17,16,20,22.2,1,1,6.4,,,0,USA,"ANDREANOF ISLANDS, AK",52.327,-174.504,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1986,10,20,6,46,9.9,4,1,7.8,,,0,NEW ZEALAND,KERMADEC ISLANDS,-28.117,-176.367,0.22,8,,-2.18,,,,,,,,,,,,,,,,,,,,,,,,,
,1986,11,14,21,20,10.5,4,1,7.8,,,0,TAIWAN,TAIWAN,23.901,121.574,0.3,5,,,,,,,,6,,,1,,,,,15,1,,,50,1,,1,,,,
,1987,2,6,13,16,17.8,4,1,6.7,,,0,JAPAN,E. HONSHU ISLAND,36.988,141.689,0.1,3,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,
,1987,2,8,18,33,58.3,4,1,7.4,,,0,PAPUA NEW GUINEA,SOLOMON SEA,-6.088,147.689,1.5,1,,1,,,,,,,,,,,,,,3,1,,,,,2.625,2,,3,,
,1987,3,5,9,17,5.2,4,1,7.6,,,0,CHILE,NORTHERN CHILE,-24.388,-70.161,0.2,6,,-2.3,,,,,,,,,,,,,,1,1,,,,,,2,,,,
,1987,3,18,3,36,30.3,4,1,6.7,,,0,JAPAN,KYUSHU ISLAND,32.034,131.837,0.04,1,,-3.3,,,,,,,,,,,,,,2,1,,,5,1,,2,,,,
,1987,6,18,14,3,16.7,1,1,6.3,,,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.717,162.33,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1987,7,6,2,49,42.7,3,1,6.7,,,0,VANUATU,VANUATU ISLANDS,-14.074,167.828,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1987,10,6,4,19,6,4,1,7.3,,,0,TONGA,TONGA ISLANDS,-17.94,-172.225,0.25,2,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,
,1987,10,12,13,57,4.7,4,1,7,,,0,PAPUA NEW GUINEA,SOLOMON SEA,-7.288,154.371,0.04,1,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,
,1987,10,16,20,48,1.6,4,1,7.4,,,0,PAPUA NEW GUINEA,SOLOMON SEA,-6.266,149.06,0.07,2,,-3.3,,,,,,,,,1,,,,,,,,,,,,2,,,,
,1987,11,17,8,46,53.3,4,1,7.2,,,0,USA,"GULF OF ALASKA, AK",58.586,-143.27,0.06,1,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,
,1987,11,26,1,43,14,-1,1,6.6,,,0,INDONESIA,TIMOR SEA,-8.247,124.155,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1987,11,30,19,23,19.5,4,1,7.9,,,0,USA,"GULF OF ALASKA, AK",58.679,-142.786,0.43,10,,-1,,,,,,,,,1,,,,,,,,,,,,1,,,,
,1988,2,5,14,1,2.7,4,1,7.2,,,0,CHILE,NORTHERN CHILE,-24.753,-70.433,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1988,3,6,22,35,36.9,4,1,7.8,,,0,USA,"GULF OF ALASKA, AK",57.262,-142.747,0.19,8,,-2.3,,,,,,,,,,,,,,,,,,,,0.005,1,,,,
,1988,7,5,20,32,7.2,4,1,6.8,,,0,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-5.964,148.78,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1988,8,6,0,36,24.6,0,1,7.2,,,0,BANGLADESH,"JAMUNA RIVER, ARICHA, BANGLADESH",25.149,95.127,,0,,,,2,1,30,1,,,,,,,,,5,1,30,1,42,1,,2,,,,
,1988,8,10,4,38,29.2,4,1,7.6,,,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.258,160.896,0.09,2,,-3.3,,1,1,,,,,,1,100,2,,,1,1,,,,,,1,100,2,,
,1988,8,20,23,9,9.5,0,1,6.6,,,0,BANGLADESH,BANGLADESH,26.755,86.616,,1,,,,2,1,,1,,,,,,,,,998,3,,1,,,131.5,4,,,,
,1989,5,23,10,54,46.3,4,1,8.1,,,0,AUSTRALIA,MACQUARIE ISLAND,-52.341,160.568,0.15,4,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,
,1989,6,26,3,27,3.9,4,3,6.5,,,0,USA,HAWAII,19.362,-155.083,0.29,3,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,
,1989,9,4,13,14,58.2,4,1,7.1,,,0,USA,"SEMIDI ISLANDS, AK",55.543,-156.835,0.1,2,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,
,1989,10,18,0,4,15.2,4,1,6.9,,,0,USA,N. CALIFORNIA,37.036,-121.883,1,3,,-3.3,,,,,,,,,1,,,,,62,2,,,3757,4,5600,4,,3,,
,1989,10,29,5,25,38.2,4,1,6.5,,,0,JAPAN,N. HONSHU ISLAND,39.571,143.333,0.11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1989,11,1,18,25,34.9,3,1,7.4,,,0,JAPAN,JAPAN,39.837,142.76,0.9,12,,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,
,1990,2,8,7,15,32.2,4,1,6.6,,,0,PHILIPPINES,PHILIPPINES,9.755,124.694,2.1,0,,,,,,,,,,,,,,,,,2,,,300,3,0.9,1,,,600,3
,1990,2,20,6,53,39.8,4,1,6.4,,,0,JAPAN,JAPAN,34.706,139.252,0.16,1,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,
,1990,3,25,13,22,55.6,4,1,7,,,0,COSTA RICA,COSTA RICA,9.919,-84.808,1,4,,,,,,,,,,,,,,,,,,,,15,1,,2,8,1,34,1
,1990,4,5,21,12,35.5,4,1,7.5,,,0,USA TERRITORY,"MARIANA TRENCH, N. MARIANA ISLANDS",15.125,147.596,1.8,34,,-1,,,,,,,,,,,,,,,,,,,,,,,,,
,1990,6,20,21,0,9.9,3,3,7.3,,,0,IRAN,CASPIAN SEA,36.957,49.409,2,6,,,,,,,,,,,,,,,,40000,4,,,105000,4,7200,4,100000,4,,
,1990,9,23,21,13,7.4,4,1,6.5,,,0,JAPAN,"W. OF BONIN ISLANDS, IZU IS., JAPAN",33.267,138.643,0.2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1990,12,13,19,50,17.8,4,1,6.3,,,0,TAIWAN,TAIWAN,23.722,121.627,0.04,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,
,1991,2,9,16,18,58.3,4,1,6.9,,,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.929,159.139,0.02,1,,-3.3,,,,,,,,,,,,,,,,,,,,,1,,,,
,1991,2,21,2,35,34,4,1,6.7,,,0,USA,"BERING SEA, AK",58.427,-175.45,0.15,2,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,
,1991,4,22,21,56,51.8,4,1,7.6,,,0,COSTA RICA,"LIMON, PANDORA",9.685,-83.073,3,30,,1,,3,1,,,,,,1,,2,,,90,2,,,895,3,510,4,,3,,
,1991,10,14,15,58,12.7,4,1,7.2,,,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.094,158.442,0.15,2,,-3.3,-2.5,,,,,,,,,,,,,,,,,,,,,,,,
,1991,12,22,8,43,13.4,1,1,7.6,,,0,RUSSIA,S. KURIL ISLANDS,45.533,151.021,0.52,6,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,
,1992,4,25,18,6,4.2,4,1,7.2,,,0,USA,"CAPE MENDOCINO, N. CALIFORNIA",40.368,-124.316,1.8,14,,0.8,0.5,,,,,,,,,,,,,,,,,98,2,66,4,,,,
,1992,5,17,10,15,31.3,4,1,7.3,,,1,PHILIPPINES,PHILIPPINES,7.191,126.762,6,3,,,,,,,,,,,1,12,,,,,,,,,,,1,12,1,,
,1992,5,27,5,13,38.8,4,1,7.1,,,0,SOLOMON ISLANDS,SANTA CRUZ ISLANDS,-11.122,165.239,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1992,7,18,8,36,58.7,4,1,7,,,0,JAPAN,HONSHU ISLAND,39.419,143.33,0.3,4,,-2.3,-0.5,,,,,,,,,,,,,,,,,,,,,,,,
,1992,8,11,15,14,55.1,1,1,6.3,,,0,JAPAN,HONSHU,32.536,141.641,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1992,9,2,0,16,2.8,4,1,7.7,,,8,NICARAGUA,NICARAGUA,11.727,-87.386,9.9,81,,3.3,2.8,170,3,,,489,3,30,4,1500,4,,,170,3,,,489,3,30,4,1500,4,,
,1992,12,12,5,29,26.3,4,1,7.8,,,9,INDONESIA,FLORES SEA,-8.48,121.896,26.2,111,,4.7,2.7,1169,4,,,500,3,100,4,31785,4,,,2500,4,,,2103,4,100,4,31785,4,,
,1993,2,7,13,27,42,4,1,6.3,,,0,JAPAN,HONSHU ISLAND,37.634,137.245,0.5,1,,-1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,
,1993,3,12,14,1,35.4,3,1,6.4,,,0,WALLIS AND FUTUNA (FRENCH TERRITORY),FUTUNA,-14.385,-178.252,,1,,,,,,,,,,,1,,,,,5,1,,,20,1,,1,,2,,2
,1993,6,8,13,3,36.4,4,1,7.5,,,0,RUSSIA,KAMCHATKA,51.218,157.829,0.1,6,,-1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,
,1993,6,18,11,52,54.8,1,1,6.6,,,0,NEW ZEALAND,KERMADEC ISLANDS,-28.886,-176.819,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1993,7,12,13,17,11.9,4,1,7.7,,,19,JAPAN,SEA OF JAPAN,42.851,139.197,32,196,,5,3.1,208,3,,,233,3,1207,4,2374,4,,,231,3,,,233,3,1207,4,2374,4,,
,1993,8,7,19,42,41.9,4,1,6.3,,,0,JAPAN,JAPAN,41.985,139.839,0.16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1993,8,8,8,34,24.9,4,1,7.8,,,0,USA TERRITORY,"GUAM, MARIANA ISLANDS",12.982,144.801,2.4,48,,-1,,,,,,,,,1,,,,,,,,,48,1,250,4,,,,
,1993,11,13,1,18,4.1,4,1,7,,,0,RUSSIA,KAMCHATKA,51.934,158.647,0.05,1,,-3.3,-3,,,,,,,,,,,,,,,,,,,,,,,,
,1994,1,17,12,30,55.3,3,1,6.7,,,0,USA,"WEST COAST, USA",34.213,-118.537,0.1,0,,-3.3,-3,,,,,,,,,,,,,60,2,,,7000,4,40000,4,40000,4,,
,1994,1,21,2,24,29.9,4,1,7,,,0,INDONESIA,HALMAHERA,1.015,127.733,2,3,,1,1.5,,,,,,,,,,,,,9,1,,,300,3,,2,,,550,3
,1994,2,15,17,7,43.8,-1,1,6.9,,,0,INDONESIA,SOUTHERN SUMATRA,-4.967,104.302,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1994,4,8,1,10,40.8,4,1,6.4,,,0,JAPAN,HOKKAIDO ISLAND,40.608,143.683,0.11,3,,-2.3,-1.5,,,,,,,,,,,,,,,,,,,,,,,,
,1994,5,24,4,0,42.1,1,1,6.5,,,0,TAIWAN,TAIWAN,23.959,122.448,0.02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1994,6,2,18,17,34,4,1,7.8,,,5,INDONESIA,SOUTH OF JAVA,-10.477,112.835,13.9,74,,3.7,2.5,238,3,,,423,3,2.2,2,1500,4,,,238,3,,,423,3,2.2,2,1500,4,,
,1994,6,3,21,6,59.8,4,1,6.6,,,0,INDONESIA,SOUTH OF JAVA,-10.362,112.892,3.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1994,6,4,0,57,50.6,2,1,6.5,,,0,INDONESIA,SOUTH OF JAVA,-10.777,113.366,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1994,6,5,1,45,2.7,4,1,6.1,,,0,INDONESIA,SOUTH OF JAVA,-10.341,113.369,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1994,9,1,15,15,53,4,1,7,,,0,USA,N. CALIFORNIA,40.402,-125.68,0.07,1,,-3.3,-3,,,,,,,,,,,,,,,,,,,,1,,,,
,1994,9,16,6,20,18.7,4,1,6.7,,,0,TAIWAN,TAIWAN STRAIT,22.528,118.711,0.24,3,,,,,,,,,,,,,,,,1,1,,,400,3,,2,,,,2
,1994,10,4,13,22,55.8,4,1,8.3,,,2,RUSSIA,S. KURIL ISLANDS,43.773,147.321,10.4,118,,2.3,2.6,,,,,,,,1,2,1,1,1,11,1,,,382,3,,3,,,,
,1994,10,8,21,44,7.2,4,1,6.8,,,0,INDONESIA,HALMAHERA,-1.258,127.98,3,1,,1.6,1.5,1,1,,,52,2,,2,,,500,3,1,1,,,52,2,,2,,,500,3
,1994,10,9,7,55,39.5,4,1,7.3,,,0,RUSSIA,S. KURIL ISLANDS,43.905,147.916,0.2,2,,-3.3,-3,,,,,,,,,,,,,,,,,,,,,,,,
,1994,11,14,19,15,30.6,4,1,7.1,,,3,PHILIPPINES,PHILIPPINE ISLANDS,13.525,121.067,7.3,56,,2.9,2.1,81,2,,,225,3,3.7,2,797,3,3288,4,81,2,,,225,3,3.7,2,797,3,3288,4
,1994,12,28,12,19,23,4,1,7.8,,,0,JAPAN,"TOHUKU, JAPAN",40.525,143.419,0.53,13,,,,,,,,,,,,,,,,3,1,,,200,3,170.4,4,,,,
,1995,1,16,20,46,52.1,4,1,6.9,,,0,JAPAN,"KOBE, JAPAN",34.583,135.018,0.34,2,,-2.3,-2,,,,,,,,,,,,,5502,4,,,36896,4,100000,4,200000,4,,
,1995,4,7,22,6,56.8,4,1,7.4,,,0,SAMOA,SAMOA ISLANDS,-15.199,-173.529,0.09,2,,-1.7,-1.5,,,,,,,,,,,,,,,,,,,,,,,,
,1995,4,21,0,34,46,4,1,7.2,,,0,PHILIPPINES,SAMAR ISLAND,12.059,125.58,0.2,1,,-3.3,-2,,,,,,,,,,,,,,,,,,,,,,,,
,1995,4,21,5,17,1.3,4,1,6.8,,,0,PHILIPPINES,SAMAR ISLAND,12.047,125.92,0.2,0,,-2.3,-2,,,,,,,,,,,,,,,,,,,,,,,,
,1995,5,13,8,47,12.7,-1,1,6.6,,,0,GREECE,GREECE,40.149,21.695,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1995,5,14,11,33,21.1,4,3,6.9,,,0,INDONESIA,TIMOR SEA,-8.452,125.049,4,2,,2,1.5,11,1,,,19,1,,1,,2,,,11,1,,,19,1,,1,,2,,
,1995,5,16,20,12,44.2,4,1,7.7,,,0,NEW CALEDONIA,LOYALTY ISLANDS,-23.008,169.9,0.5,9,,-1.3,-2,,,,,,,,,,,,,,,,,,,,,,,,
,1995,5,27,13,3,52.6,4,1,7.1,,,0,RUSSIA,SAKHALIN ISLAND,52.629,142.827,0.1,2,,-2.3,-2,,,,,,,,,,,,,1989,4,,,750,3,300,4,,,,
,1995,6,15,0,15,48.7,4,3,6.5,,,1,GREECE,GULF OF CORINTH: AIYION,38.401,22.283,1,2,,-1,3,,,,,,,,,,,,,26,1,,,60,2,660,4,,,,
,1995,7,30,5,11,23.6,4,1,8,,,3,CHILE,NORTHERN CHILE,-23.34,-70.294,3,91,,1.6,1.5,,,,,,,0.131,1,,3,,,3,1,,,58,2,1.791,2,115,3,,
,1995,8,16,10,27,28.6,4,1,7.7,,,0,PAPUA NEW GUINEA,SOLOMON SEA,-5.799,154.178,0.28,2,,-1,-1.5,,,,,,,,,,,,,,,,,,,,1,,,,
,1995,9,14,14,4,31.4,3,1,7.4,,,0,MEXICO,S. MEXICO,16.779,-98.597,0.4,1,,-1.3,-1,,,,,,,,,,,,,3,1,,,100,2,,2,,,,
,1995,10,9,15,35,53.9,4,1,8,,,1,MEXICO,S. MEXICO,19.055,-104.205,11,34,,2.3,2.5,1,1,,,,,,1,,1,,,50,1,,,200,3,,2,,2,,
,1995,10,18,10,37,26.3,4,1,7.1,,,0,JAPAN,RYUKYU ISLANDS,27.929,130.175,2.59,42,,0.8,1.5,,,,,,,,1,,,,,,,,,1,1,,1,,,,
,1995,10,19,2,41,36.1,4,3,6.8,,,0,JAPAN,RYUKYU ISLANDS,28.094,130.148,1.5,16,,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,
,1995,11,1,0,35,32.7,4,1,6.7,,,0,CHILE,NORTHERN CHILE,-28.906,-71.417,0.1,1,,-3.3,-3,,,,,,,,,,,,,,,,,,,,,,,,
,1995,11,22,4,15,11.9,4,1,7.2,,,0,EGYPT,GULF OF ELAT-AQABA,28.826,34.799,4,7,,,,,,,,,,,2,,1,,,11,1,,,47,1,,2,,1,,
,1995,12,3,18,1,8.9,4,1,7.9,,,0,RUSSIA,S. KURIL ISLANDS,44.663,149.3,1.1,37,,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,
,1996,1,1,8,5,10.8,4,1,7.9,,,0,INDONESIA,SULAWESI,0.729,119.931,3.43,16,,2.3,1.8,9,1,,,63,2,1.2,2,400,3,,,9,1,,,63,2,1.2,2,400,3,,
,1996,2,17,5,59,30.5,4,1,8.2,,,1,INDONESIA,IRIAN JAYA,-0.891,136.952,7.7,115,,2.9,1.8,110,3,,,100,2,4.2,2,,4,,,164,3,,,432,2,4.2,2,5043,4,,
,1996,2,21,12,51,1.3,4,1,7.5,,,1,PERU,N. PERU,-9.593,-79.587,5.04,59,,2.3,1.9,12,1,,,57,2,,1,15,1,22,1,12,1,,,57,2,,1,15,1,22,1
,1996,2,25,3,8,15.8,4,1,7.1,,,0,MEXICO,MEXICO,15.978,-98.07,0.1,1,,-3.3,-3,,,,,,,,,,,,,,,,,,,,,,,,
,1996,6,10,4,3,35.4,4,1,7.9,,,0,USA,"ANDREANOF ISLANDS, AK",51.564,-177.632,0.51,64,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,
,1996,6,10,15,24,56,4,1,7.3,,,0,USA,"ANDREANOF ISLANDS, AK",51.478,-176.847,0.18,1,,-3.3,-1.5,,,,,,,,,,,,,,,,,,,,,,,,
,1996,9,5,8,14,14.4,4,1,6.9,,,0,CHILE,EASTER ISLAND REGION,-22.118,-113.436,0.09,2,,-3.3,-2.5,,,,,,,,,,,,,,,,,,,,,,,,
,1996,9,5,23,42,6,4,1,6.8,,,0,TAIWAN,TAIWAN REGION,21.898,121.498,0.11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1996,10,18,10,50,20.8,4,1,6.6,,,0,JAPAN,KYUSHU ISLAND,30.568,131.093,0.2,1,,-2.3,-2.5,,,,,,,,,,,,,,,,,,,,,,,,
,1996,10,19,14,44,40.7,4,1,6.7,,,0,JAPAN,KYUSHU ISLAND,31.885,131.468,0.55,6,,0.1,0.5,,,,,,,,,,,,,,,,,,,,1,,,,
,1996,11,12,16,59,44,4,1,7.7,,,0,PERU,S. PERU,-14.993,-75.675,0.4,3,,-1.7,-1,,,,,,,,,,,,,14,1,,,560,3,,4,,,4000,4
,1996,12,2,22,17,59.2,4,1,6.7,,,0,JAPAN,SEA OF JAPAN,31.789,131.314,0.2,4,,-2.3,-2,,,,,,,,,,,,,,,,,,,,,,,,
,1997,4,21,12,2,26.4,4,1,7.7,,,0,SOLOMON ISLANDS,SANTA CRUZ IS. VANUATU,-12.584,166.676,3,41,,-2.3,-2,,,,,,,,1,7,1,,,,,,,,,,1,7,1,,
,1997,7,9,19,24,13.1,3,1,7,,,0,VENEZUELA,CARIACO-CUMANA,10.598,-63.486,,1,,,,,,,,,,,,,,,,81,2,,,522,3,81,4,,,,
,1997,9,30,6,27,24.7,4,1,6.2,,,0,JAPAN,S. OF HONSHU ISLAND,31.959,141.878,0.03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1997,10,14,9,53,18.1,4,1,7.7,,,0,TONGA,TONGA ISLANDS,-22.1,-176.77,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1997,12,5,11,26,54.6,4,1,7.8,,,0,RUSSIA,KAMCHATKA,54.841,162.035,8,18,,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,
,1998,3,25,3,12,25,3,1,8.1,,,0,ANTARCTICA,BALLENY ISLANDS,-62.877,149.527,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1998,5,3,23,30,21.9,4,1,7.5,,,0,TAIWAN,TAIWAN:  SOUTHEAST OF,22.306,125.308,0.13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1998,5,30,18,18,15,4,1,6.2,,,0,JAPAN,SANRIKU,39.027,143.441,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1998,7,17,8,49,16.1,4,3,7,,,20,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-2.943,142.582,15.03,93,,,,1636,4,,,1000,3,,3,,3,,,1636,4,,,1000,3,,3,,3,,
,1998,11,29,14,10,31.9,2,1,7.7,,,0,INDONESIA,TALIABU ISLAND,-2.071,124.891,2.75,1,,,1,,,,,,,,1,,2,,,41,1,,,107,3,200,4,1000,3,,
,1999,8,17,0,1,39.1,4,1,7.6,,,4,TURKEY,"KOCAELI, TURKEY",40.76,29.97,2.52,26,,,,155,3,,,,,,2,,,,,17118,4,,,50000,4,20000,4,,,50000,4
,1999,11,26,13,21,15.5,4,1,7.5,,,0,VANUATU,VANUATU ISLANDS,-16.423,168.214,6.6,53,,,,5,1,,,,,,3,,3,,,10,1,,,100,2,,3,,3,,
,2000,5,4,4,21,16.2,4,1,7.6,,,0,INDONESIA,SULAWESI,-1.105,123.573,6,2,,,,,,,,,,,3,,,,,46,1,,,264,3,30,4,10000,4,,
,2000,6,18,14,44,13.3,4,1,7.9,,,0,AUSTRALIA,SOUTH INDIAN OCEAN,-13.802,97.453,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2000,7,1,7,1,55.5,4,1,6.1,5104,,1,JAPAN,"KOZU-SHIMA ISLAND, HONSHU",34.221,139.131,0.07,4,,,,,,,,,,,,,,,,1,1,,,,3,,1,,,,
,2000,7,15,1,30,30.5,4,1,6.1,,,0,JAPAN,HONSHU: S COAST,34.319,139.26,0.07,1,,,,,,,,,,,,,,,,,,,,10,1,,1,,,20,1
,2000,7,30,12,25,45.5,4,1,6.5,,,0,JAPAN,HONSHU: S COAST,33.901,139.376,0.14,1,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,
,2000,11,16,4,54,55.9,4,1,8,,,0,PAPUA NEW GUINEA,BISMARCK SEA,-4.001,152.327,3,9,,,,,,,,,,,2,,,,,2,1,,,,,,2,,3,,
,2001,1,13,17,33,32.3,3,1,7.7,,,0,EL SALVADOR,EL SALVADOR,13.049,-88.66,0.25,1,,,,,,,,,,,,,,,,844,3,,,4723,4,753,4,108226,4,169632,4
,2001,6,23,20,33,14.1,4,1,8.4,,,4,PERU,S. PERU,-16.265,-73.641,8.8,152,,,,26,1,70,2,,,,4,2000,4,,,103,3,138,3,2713,4,200,4,25399,4,,
,2001,10,12,5,2,34,4,1,6.1,,,0,CANADA,QUEEN CHARLOTTE ISLANDS,52.63,-132.2,0.11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2001,12,18,4,2,58.2,4,1,6.8,,,0,TAIWAN,TAIWAN,23.954,122.734,0.16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002,1,2,17,22,48.7,4,1,7.2,,,0,VANUATU,VANUATU ISLANDS,-17.6,167.856,3,2,,-4.64,-4.14,,,,,,,,,,,,,,,,,,2,,1,,,,2
,2002,3,5,21,16,9.1,4,1,7.5,,,0,PHILIPPINES,"MINDANAO ISLAND, PHILIPPINES",6.033,124.249,3,3,,,,,,,,,,,1,,,,,15,1,,,100,2,1.714,2,,,800,3
,2002,3,26,3,45,48.7,3,1,6.4,,,0,JAPAN,JAPAN,23.346,124.09,0.05,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002,3,31,6,52,50.4,4,1,7.1,,,0,TAIWAN,TAIWAN,24.279,122.179,0.2,11,,,,,,,,,,,,,,,,5,1,,,200,3,,2,100,2,,
,2002,9,8,18,44,25.5,4,1,7.6,,,0,PAPUA NEW GUINEA,BISMARCK SEA,-3.26,142.94,5.5,88,,0.58,1.08,,,,,,,,1,,1,,,4,1,,,70,2,,3,,1,873,3
,2002,9,13,22,28,29.4,4,1,6.5,,,0,INDIA,"ANDAMAN ISLANDS, INDIA",13.036,93.068,,4,,,,,,,,,,,1,,,,1,2,1,,,,,,2,40,1,,1
,2002,10,10,10,50,20.5,1,1,7.6,,,0,INDONESIA,IRIAN JAYA,-1.757,134.297,5,3,,2.32,2.82,,,,,,,,,,,,,8,1,,,632,3,,3,1000,3,900,3
,2003,1,20,8,43,6,4,1,7.3,,,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.491,160.77,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003,1,22,2,6,34.6,4,1,7.5,,,1,MEXICO,S. MEXICO,18.77,-104.104,0.61,6,,,0.5,,,,,,,,,,,,,29,1,,,300,3,,3,2005,4,6615,4
,2003,5,21,18,44,20.1,4,1,6.8,,,1,ALGERIA,N. ALGERIA,36.964,3.634,3,39,,1,1.5,,,,,,,,2,,3,,,2287,4,800,3,11000,4,5000,4,19000,4,163000,4
,2003,8,4,4,37,20.1,4,1,7.6,,,0,ANTARCTICA,SCOTIA SEA,-60.532,-43.411,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,
,2003,8,14,5,14,54.7,3,1,6.3,,,0,GREECE,IONIAN SEA,39.16,20.605,0.5,1,,,,,,,,,,,1,,,,,,,,,50,1,,2,,,,2
,2003,8,21,12,12,49.7,4,3,7.2,,,0,NEW ZEALAND,SOUTH ISLAND,-45.104,167.144,0.15,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,
,2003,9,25,19,50,6.3,4,1,8.3,,,1,JAPAN,HOKKAIDO ISLAND,41.815,143.91,4.4,268,,,,2,1,,,,,,1,,,,,2,1,,,849,3,90,4,,,,
,2003,10,31,1,6,28.2,4,1,7,,,0,JAPAN,E. HONSHU ISLAND,37.812,142.619,0.32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003,11,17,6,43,6.8,4,1,7.8,,,0,USA,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",51.146,178.65,0.33,20,,,,,,,,,,,,,,,,,,,,,,,1,,,,
,2003,12,27,16,0,59,4,1,7.3,,,0,NEW CALEDONIA,LOYALTY ISLANDS,-22.015,169.766,0.15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2004,1,28,22,15,30.7,4,1,6.7,,,0,INDONESIA,SERAM ISLAND,-3.12,127.4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
