Search Parameters,Year,Mo,Dy,Hr,Mn,Sec,Tsunami Event Validity,Tsunami Cause Code,Earthquake_Magnitude,Vol,More Info,Deposits,Country,Location Name,Latitude,Longitude,Maximum_Water_Height,Number of Runups,Tsunami Magnitude (Abe),Tsunami Magnitude (Iida),Tsunami Intensity,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Houses Damaged,Houses Damaged Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description,Total Houses Damaged,Total Houses Damaged Description
,1925,2,23,23,53,36,3,3,6,,,0,USA,"GULF OF ALASKA, AK",60,-146,1.4,1,,0.5,1,,,,,,,,1,,,,,,,,,,,,1,,,,
,1925,5,5,10,6,6,2,1,6.8,,,0,PHILIPPINES,W. LUZON ISLAND,9.3,122.7,,1,,,0.5,,,,,,,,,,,,,17,1,,,,,,2,,2,,
,1925,5,15,11,56,57,2,1,7.1,,,0,CHILE,NORTHERN CHILE,-26,-71.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1925,5,25,3,43,6,2,1,6.3,,,0,PHILIPPINES,W. LUZON ISLAND,12.2,122.1,,2,,-0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,
,1925,11,13,12,14,45,2,1,7.3,,,0,PHILIPPINES,PHILIPPINE SEA,13,125,,2,,,0.5,,2,,,,,,2,,3,,,,2,,,,3,,2,,3,,
,1925,11,16,11,54,54,1,1,7,,,0,MEXICO,S. MEXICO,18.5,-107,11,1,,3.5,3,,,,,,,,,,,,,,,,,,,,2,,,,
,1926,1,25,0,36,25,3,1,7.5,,,0,SOLOMON ISLANDS,SOLOMON SEA,-10.061,159.215,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,
,1926,8,30,11,38,12,3,1,7.2,,,0,GREECE,ARGOLIKOS GULF,36.5,23.3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1926,9,16,17,59,15,4,1,6.9,,,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.674,159.519,2,3,,1,1.5,,,,,,,,1,,,,,,,,,,,,2,,,,2
,1926,12,9,,,,2,1,6,,,0,CHILE,NORTHERN CHILE,-28,-71,,3,,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,
,1927,3,7,9,27,,4,3,7.6,,,0,JAPAN,SW. HONSHU ISLAND,35.6,135.1,11.3,17,,0.4,0.5,,,,,,,,,,,,,3022,4,,,3295,4,,4,15594,4,9821,4
,1927,6,26,11,20,48,4,1,6,,,0,UKRAINE,"CRIMEA, BLACK SEA",44.4,34.4,0.7,0,,-0.5,2,,,,,,,,,,,,,,,,,,,,2,,,,
,1927,7,11,13,4,,2,1,6.3,,,1,ISRAEL,DEAD SEA,32,35.5,1,0,,,,,,,,,,,,,,,,268,3,,,,,,3,,,,
,1927,8,5,21,13,1.1,4,1,6.9,,,0,JAPAN,SANRIKU,37.9,142,0.1,5,,-3.3,,,,,,,,,,,,,,,,,,,,,1,,,,
,1927,8,18,19,28,,4,1,6.4,,,0,JAPAN,"KASHIMA, JAPAN",34.2,142,0.4,2,,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,
,1927,9,11,22,15,48,4,1,6.8,,,0,UKRAINE,"CRIMEA, BLACK SEA",44.4,34.5,1,1,,,2,,,,,,,,1,1,2,,,11,1,,,122,3,,4,,4,,4
,1927,10,24,15,59,44.8,3,3,7.1,,,0,USA,"SE. ALASKA, AK",57.69,-136.07,,9,,,,,,,,,,,1,,,,,,,,,,,,,,,,
,1927,11,4,13,50,43,4,1,7.3,,,0,USA,S. CALIFORNIA,34.813,-120.774,1.8,8,,1,1,,,,,,,,1,,,,,,,,,,,,2,,,,
,1927,11,21,23,12,25,3,1,7.1,,,0,CHILE,SOUTHERN CHILE,-44.6,-73,,1,,1.5,2,,,,,,,,,,,,,,,,,,,,,,,,
,1927,12,1,4,37,27,3,1,6.3,,,0,INDONESIA,SULAWESI,-0.7,119.7,15,2,,3.9,3,50,1,,,50,1,,2,,2,,,50,1,,,50,1,,3,,3,,
,1927,12,28,18,20,34.2,4,1,7.5,,,0,RUSSIA,KAMCHATKA,55.663,160.039,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,
,1928,3,22,4,17,,4,1,7.7,,,0,MEXICO,MEXICO,15.67,-96.1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1928,3,31,0,29,47,1,1,6.5,,,0,GREECE,EAST AEGEAN,38.1,27.4,,1,,,2,,,,,,,,,,,,,170,3,,,700,3,,4,2600,4,,3
,1928,4,9,17,34,15,1,1,6.9,,,0,PERU,S. PERU,-13,-69.6,,1,,,1,10,1,,,,,,,,,,,10,1,,,,,,3,,3,,
,1928,4,22,20,13,46,3,1,6,,,0,GREECE,CORINTHOS-PATRAS GULF,38,23,0.6,7,,1.1,3,,,,,,,,,,,,,20,1,,,,,,4,3000,4,,
,1928,4,27,20,34,58,0,1,6.8,,,0,PERU,S. PERU,-13,-69.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1928,5,2,21,54,32,1,1,6.2,,,0,GREECE,NORTH AEGEAN,39.6,29.1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1928,5,27,9,50,0,4,1,7,,,0,JAPAN,SANRIKU,40,143.2,0.45,8,,-2.3,-2,,,,,,,,,,,,,,,,,,,,,,,,
,1928,6,15,6,12,36,3,1,7,,,0,PHILIPPINES,SULU SEA,12.4,120.9,,1,,,0.5,,,,,,,,1,,,,,,,,,,,,2,,2,,
,1928,6,17,3,19,33.1,4,1,7.7,,,0,MEXICO,S. MEXICO,16.028,-97.036,0.2,10,,3,1,,,,,,,,1,,,,,4,1,,,,,,2,,,,
,1928,7,18,19,5,,2,1,7,,,0,PERU,N. PERU,-5.5,-79,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1928,11,20,20,35,7,2,1,7.1,,,0,CHILE,NORTHERN CHILE,-22.5,-70.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1928,12,1,4,6,12,3,1,7.6,,,0,CHILE,CENTRAL CHILE,-35,-72,1.5,2,,0.6,0.5,,,,,,,,,,,,,279,3,,,,,,3,,3,,
,1928,12,19,11,37,10,3,1,7.3,,,0,PHILIPPINES,CELEBES SEA,7,124,,2,,,1,4,1,,,102,2,,2,,,,,97,2,,,102,2,,2,,3,,
,1929,1,17,11,52,,4,1,6.9,,,0,VENEZUELA,CUMANA,10.6,-65.6,6,5,,1,,,,,,,,,3,,3,,3,50,1,,,800,3,,3,,3,,3
,1929,3,7,1,34,37.9,4,1,7.8,,,0,USA,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",50.88,-169.71,1,7,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
,1929,5,21,16,35,,4,1,7.1,,,0,JAPAN,HIUGANADA,31.7,132.2,0.7,1,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,
,1929,5,26,22,39,54,3,1,7,,,0,CANADA,BRITISH COLUMBIA,51,-131,1.5,3,,0.6,0,,,,,,,,,,,,,,,,,,,,1,,,,
,1929,6,13,9,24,34,2,1,7.2,,,0,PHILIPPINES,E. MINDANAO ISLAND,8.5,127,,4,,,0.5,,,,,,,,,,,,,,,,,,,,2,,3,,
,1929,6,16,22,47,32,2,3,7.5,,,0,NEW ZEALAND,TASMAN SEA,-41.75,172.25,2.5,2,,1.3,1.5,,,,,,,,,,,,,17,1,,,,,,3,,3,,
,1929,11,18,20,32,,4,3,7.3,,,10,CANADA,"GRAND BANKS, NEWFOUNDLAND",44.69,-56,13,45,,2.2,,28,1,,,,,1,2,,,,,28,1,,,,,1,2,,,,
,1930,5,5,13,45,58,4,1,7.3,,,0,MYANMAR (BURMA),MYANMAR COAST,17.3,96.5,1.06,1,,,,,,,,,,,3,,3,,,500,3,,,,,,3,,3,,3
,1930,6,19,13,7,27,3,1,6,,,0,INDONESIA,SOUTH OF JAVA,-5.6,105.3,1.5,1,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,
,1930,7,19,15,20,12,2,1,6.5,,,0,INDONESIA,SOUTH OF JAVA,-9.3,114.3,0.1,1,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,
,1930,9,30,21,20,54.1,3,1,6.6,,,0,PAPUA NEW GUINEA,BISMARCK SEA,-4.423,145.46,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1930,12,23,21,35,36,4,1,6.5,,,0,PAPUA NEW GUINEA,BISMARCK SEA,-1.3,144.3,12,29,,3.4,1.5,27,1,,,8,1,,2,104,3,,,27,1,,,8,1,,2,104,3,,
,1930,12,29,8,26,24,2,1,6,,,0,CHILE,NORTHERN CHILE,-28.5,-71,1,1,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,
,1931,2,2,22,46,51.3,4,3,7.7,,,2,NEW ZEALAND,N. NEW ZEALAND,-39.772,176.025,15,5,,,0,,,,,,,,1,,,,,261,3,,,400,3,25,4,,,,
,1931,2,13,1,27,16,1,1,7.1,,,0,NEW ZEALAND,N. NEW ZEALAND,-39.5,177,0.1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,
,1931,3,9,3,49,0,4,1,7.6,,,0,JAPAN,SANRIKU,41.2,142.5,0.4,7,,-1.3,-1,,,,,,,,,,,,,,,,,,,,,,,,
,1931,3,18,8,2,23,2,1,7.1,,,0,CHILE,CENTRAL CHILE,-32.5,-72,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,6,7,0,25,21,2,1,6,,,0,UK,"DOGGER BANK, ENGLAND",54,1.067,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,8,7,2,11,44.2,1,1,7,,,0,PAPUA NEW GUINEA,BISMARCK SEA,-3.417,142.077,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,9,25,5,59,44,3,1,7.4,,,0,INDONESIA,SW. SUMATRA,-5,102.75,1,1,,4.9,,,,,,,,,,,,,,,,,,,,,1,,,,
,1931,10,3,19,13,20.8,4,1,7.8,,,0,SOLOMON ISLANDS,SAN CRISTOBAL ISLAND,-10.932,161.016,9,13,,3.3,2.5,50,1,,,,,,3,,3,,,50,1,,,,,,3,,3,,
,1931,11,2,10,2,,4,1,7.1,,,0,JAPAN,SEIKAIDO,32.2,132.1,0.8,9,,-0.3,,,,,,,,,,,,,,1,1,,,,,,,14,1,,
,1932,2,3,6,16,,2,1,6.7,,,0,CUBA,SANTIAGO DE CUBA,20,-75.8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1932,6,3,10,36,58.9,4,1,8.1,,,1,MEXICO,CENTRAL MEXICO,19.623,-103.919,10,19,,1.5,2,4,1,,,,,,2,,2,,,400,3,,,120,3,,3,,3,,
,1932,6,18,10,12,33.3,4,1,7.8,,,0,MEXICO,CENTRAL MEXICO,19.081,-103.631,1,2,,1,0.5,,,,,,,,,,,,,,,,,,,,2,,,,
,1932,6,22,12,59,30.6,4,1,7.7,,,1,MEXICO,CENTRAL MEXICO,19.242,-104.383,10,6,,3.3,1.5,75,2,,,100,2,,3,,,,,75,2,,,100,2,,3,400,3,,
,1932,9,9,13,38,52,2,1,6.2,,,0,INDONESIA,BANDA SEA,-3.57,128.35,,2,,,0,,,,,,,,,,,,,,,,,,,,3,73,2,,3
,1932,9,15,13,54,54,2,1,6.8,,,0,NEW ZEALAND,N. NEW ZEALAND,-39,177.5,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,
,1932,9,26,19,20,42,1,1,6.9,,,0,GREECE,NORTH AEGEAN,40.5,23.9,2,2,,,3,,,,,,,,1,,,,,161,3,,,669,3,,4,4106,4,3218,4
,1933,1,8,16,,,4,6,6,2822,,1,RUSSIA,"KHARIMKOTAN, N. KURIL ISLANDS",49.12,154.508,9,2,,3.2,2,2,1,,,,,,,,,,,2,1,,,,,,,,,,
,1933,2,23,8,9,12,1,1,7.6,,,0,CHILE,NORTHERN CHILE,-20,-71,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1933,3,2,17,31,0.9,4,1,8.4,,,2,JAPAN,SANRIKU,39.224,144.622,29,294,,4.9,3.5,3022,4,,,,,,4,6000,4,,,3022,4,,,,,,4,6000,4,,
,1933,3,11,1,54,7.8,1,9,6.3,,,0,USA,S. CALIFORNIA,33.616,-117.966,0.1,2,,-3.3,-3,,,,,,,,,,,,,120,3,,,,,41,4,,,,
,1933,4,23,5,57,35,1,1,6.4,,,0,GREECE,"COS, DODECANESE",36.759,27.299,2,1,,,,,,,,,,,,,,,,181,3,,,600,3,,3,,2,,2
,1933,6,18,21,37,0,4,1,7.1,,,0,JAPAN,SANRIKU,38.1,142.4,0.2,8,,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,
,1933,10,2,15,29,21,3,1,6.9,,,0,ECUADOR,ECUADOR,-2,-81,,1,,0.6,1.5,,,,,,,,,,,,,,,,,,,,,,,,
,1934,1,15,8,43,18,0,1,8,,,0,NEPAL,"BIHAR-NEPAL, GANGES RIVER",26.773,86.76,,0,,,,,,,,,,,,,,,,10600,4,,,,,,4,,4,,
,1934,2,14,3,59,34,4,1,7.9,,,0,PHILIPPINES,SOUTH CHINA SEA,17.5,119,,1,,,0.5,,,,,,,,,,,,,,,,,,,,1,,,,
,1934,7,18,1,36,24,3,1,7.7,,,0,PANAMA,COSTA RICA-PANAMA,8,-82.5,,2,,1,1.5,,,,,,,,1,,2,,,,,,,4,1,0.05,1,,2,,
,1934,7,18,19,40,24,3,1,7.8,,,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-11.907,166.731,0.65,3,,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,
,1934,7,21,6,18,23.3,3,1,7.2,,,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-11.139,165.503,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1934,11,30,2,5,10,4,1,7,,,0,MEXICO,MEXICO,18.5,-105.5,0.11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1934,12,4,17,24,38,1,1,6.9,,,0,CHILE,NORTHERN CHILE,-19.5,-69.5,,1,,,,,,,,,,,,,,,,,,,,,2,,2,,3,,
,1935,5,30,21,32,46,0,1,7.5,,,0,PAKISTAN,QUETTA,29.5,66.8,,0,,,,,,,,,,,,,,,,60000,4,,,,,25,4,,4,,
,1935,7,19,0,50,0,4,1,6.5,,,0,JAPAN,JAPAN,36.6,141.4,0.2,1,,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,
,1935,9,20,1,46,43.5,3,1,7.8,,,0,PAPUA NEW GUINEA,BISMARCK SEA,-3.824,141.416,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1935,10,12,16,45,0,4,1,7.2,,,0,JAPAN,SANRIKU,39.9,143.7,0.3,8,,-1.7,-1,,,,,,,,,,,,,,,,,,,,,,,,
,1935,10,18,0,11,0,4,1,7,,,0,JAPAN,SANRIKU,40.7,144.3,0.2,2,,-2.3,-2,,,,,,,,,,,,,,,,,,,,,,,,
,1935,11,25,10,3,3,2,1,6.5,,,0,INDONESIA,CELEBES SEA,5.5,94,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1935,12,18,7,10,36,0,1,6,,,0,CHINA,SICHUAN PROVINCE,28.7,103.6,,1,,,,,,,,,,,,,,,,100,2,,,,,,2,,3,,
,1935,12,28,2,35,0,1,1,7.9,,,0,INDONESIA,SW. SUMATRA,0.001,98.25,,0,,,,,,,,,,,,,,,,,,,,,1,,2,,2,,
,1936,4,1,2,9,15,4,1,7.7,,,0,INDONESIA,SULAWESI,4.5,126.5,3,2,,1.5,2,,,,,,,,,,,,,,,,,3,1,,2,169,3,,
,1936,7,13,11,12,15,4,1,7.3,,,0,CHILE,NORTHERN CHILE,-24.5,-70,1,3,,,0.5,,,,,,,,,,,,,1,1,,,40,1,,2,,3,,
,1936,8,23,21,12,13,2,1,7.3,,,0,INDONESIA,OFF NORTHWEST COAST,6.1,94.7,,0,,,,,,,,,,,,,,,,9,1,,,20,1,,2,,,,
,1936,11,2,20,46,0,4,1,7.7,,,0,JAPAN,SANRIKU,38.2,142.2,0.7,11,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,
,1936,11,13,12,31,,2,1,7.3,,,0,RUSSIA,KAMCHATKA,55.2,164,13,1,,3.7,2,,,,,,,,,,,,,,,,,,,,,,,,
,1937,8,20,11,59,16,3,1,7.5,,,0,PHILIPPINES,W. LUZON ISLAND,14.5,121.5,,2,,0.5,1,,,,,,,,,,,,,1,1,,,,3,,3,,3,,
,1937,11,6,,,,2,1,6,,,0,INDONESIA,BANDA SEA,-3,132.3,0.5,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,
,1938,2,1,19,4,18,4,1,8.5,,,0,INDONESIA,BANDA SEA,-5.25,130.5,1,5,,1,1.5,,,,,,,,2,24,1,8,1,,,,,,,,2,24,1,8,1
,1938,2,13,,,,2,1,6,,,0,INDONESIA,BANDA SEA,-3,132.3,0.5,1,,,-0.5,,,,,,,,,,,,,,,,,,,,1,,,,
,1938,3,22,15,22,0,-1,1,6.3,,,0,CANADA,BRITISH COLUMBIA,52.2,-131.9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1938,5,12,15,38,57,3,1,7.5,,,0,PAPUA NEW GUINEA,SOLOMON SEA,-6,147.8,,1,,1,,,,,,,,,1,,1,,1,,,,,,,,1,,1,,1
,1938,5,19,17,8,21,4,1,7.6,,,0,INDONESIA,MAKASSAR STRAIT,-1,120,3,6,,1.6,,17,1,,,,,,1,,,,,17,1,,,,,,3,942,3,,
,1938,5,23,7,18,,4,1,7.1,,,0,JAPAN,JAPAN TRENCH,36.7,141.4,0.83,7,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,
,1938,5,28,16,42,,4,1,6.1,,,0,JAPAN,E. HOKKAIDO ISLAND,43.6,144.3,0.9,2,,-0.1,,1,1,,,,,,1,7,1,,,1,1,,,,,,1,7,1,,
,1938,6,10,9,53,44.6,4,1,7.6,,,0,JAPAN,RYUKYU ISLANDS,25.321,125.115,1.5,1,,0.6,0,,,,,,,,1,,,,,,,,,,,,1,,,,
,1938,11,5,8,43,21,4,1,7.7,,,0,JAPAN,SANRIKU,37.1,141.7,0.57,17,,0.1,-0.5,,,,,,,,,,,,,1,1,,,,,,1,20,1,,
,1938,11,5,10,50,15,4,1,7.6,,,0,JAPAN,SANRIKU,37.2,141.7,0.56,12,,0.1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,
,1938,11,6,8,53,53,4,1,7.5,,,0,JAPAN,OFF FUKUSHIMA PREFECTURE,37.5,141.8,1.26,15,,0.4,-0.5,,,,,,,,,,,,,,,,,,,,,,,,
,1938,11,6,21,38,47,4,1,7.1,,,0,JAPAN,OFF FUKUSHIMA PREFECTURE,37,141.7,1.25,11,,0.3,-0.5,,,,,,,,,,,,,,,,,,,,,,,,
,1938,11,9,2,22,,-1,1,6.5,,,0,JAPAN,SANRIKU,37.6,141.2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1938,11,10,20,18,41.2,4,1,8.2,,,0,USA,"SHUMAGIN ISLANDS, AK",55.48,-158.37,0.3,9,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,
,1938,11,13,22,31,,4,1,6,,,0,JAPAN,SANRIKU,37,141.5,0.75,7,,-0.5,-1.5,,,,,,,,,,,,,,,,,,,,,,,,
,1938,11,16,11,8,0,-1,1,6.9,,,0,JAPAN,SANRIKU,37.4,141.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1938,11,22,1,14,0,4,1,6.9,,,0,JAPAN,SANRIKU,36.7,142.1,0.3,4,,-1.7,-2.5,,,,,,,,,,,,,,,,,,,,,,,,
,1938,11,30,2,29,0,4,1,7,,,0,JAPAN,SANRIKU,37,142.2,0.2,9,,-2.3,-3,,,,,,,,,,,,,,,,,,,,,,,,
,1939,1,25,3,32,14,1,1,8.3,,,0,CHILE,CENTRAL CHILE,-36.25,-72.25,,0,,,,,,,,,,,,,,,,30000,4,,,,,920,4,,4,,
,1939,1,30,2,18,30,2,1,7.7,,,0,PAPUA NEW GUINEA,SOLOMON SEA,-7.08,155.386,,3,,0.9,1,,,,,,,,,,,,,5,1,,,,3,,2,,3,,
,1939,3,20,3,22,,4,1,6.6,,,0,JAPAN,SEIKAIDO,32.3,132,0.8,4,,-0.3,0,,,,,,,,,,,,,1,1,,,,,,1,1,1,,
,1939,4,18,6,22,45,1,1,7.4,,,0,CHILE,NORTHERN CHILE,-27,-70.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1939,4,30,2,55,29.1,3,1,7.9,,,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.295,159.234,10.5,8,,3.4,1.5,12,1,,,,,,1,,1,,,12,1,,,,,,2,,2,,
,1939,5,1,5,58,,4,1,7,,,0,JAPAN,NW. HONSHU ISLAND,40.1,139.5,1.2,25,,-1.7,0,,,,,,,,,,,,,27,1,,,52,2,,2,479,3,,
,1939,5,6,17,0,7,1,1,6.5,,,0,PHILIPPINES,"TAYABAS BAY, SULU SEA",13.5,121.25,,1,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,
,1939,5,8,1,46,52.9,4,1,6.5,,,0,PORTUGAL,AZORES,37.053,-24.427,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,
,1939,6,22,19,19,33,2,1,6.4,,,0,GHANA,GOLD COAST,5.568,-0.625,,2,,,,,,,,,,,,,,,,22,1,,,130,3,,3,1500,4,,
,1939,12,21,21,0,40,3,1,8,,,0,INDONESIA,N. MOLUCCAS ISLANDS,0,123,,2,,,,,,,,,,,1,,,,,,,,,,,,2,,3,,
,1939,12,26,23,57,22.6,4,1,7.7,,,0,TURKEY,SOUTH BLACK SEA,39.77,39.533,0.53,9,,,4,,,,,,,,,,,,,32700,4,,,,,20,3,,4,,
,1940,5,24,16,33,57,2,1,8.2,,,0,PERU,CENTRAL PERU,-10.5,-77,2,5,,1,1.5,,,,,,,,,,,,,179,3,,,3500,4,,3,,3,,
,1940,8,1,15,8,24,4,1,7.5,,,1,JAPAN,W. HOKKAIDO ISLAND,44.2,139.5,5,62,,1.8,1.5,10,1,,,,,,1,20,1,,,10,1,,,,,,2,20,1,,
,1940,10,4,7,54,42,1,1,7.3,,,0,CHILE,NORTHERN CHILE,-22,-71,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1940,10,11,18,41,13,1,1,7,,,0,CHILE,SOUTHERN CHILE,-41.5,-74.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1941,1,13,16,27,44.7,4,1,7.4,,,0,PAPUA NEW GUINEA,BISMARCK SEA,-4.175,152.071,0.15,3,,-3.3,-2.5,,,,,,,,,,,,,4,1,,,,,,2,1,1,,3
,1941,2,9,9,44,4,0,1,6.6,,,0,USA,NORTHERN CALIFORNIA,40.5,-125.25,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,
,1941,6,26,11,52,3.7,4,1,8,,,0,INDIA,"ANDAMAN SEA, E. COAST INDIA",11.94,92.626,1.5,2,,,,,,,,,,,,,,,,,1,,,,1,,4,,4,,
,1941,11,18,16,46,,4,1,7.4,,,0,JAPAN,SEIKAIDO,32,132.1,1.2,11,,0.3,0,2,1,,,,,,1,27,1,,,2,1,,,,,,1,27,1,,
,1941,11,25,18,3,57.5,4,1,7.8,,,0,ATLANTIC OCEAN,AZORES GIBRALTAR FRACTURE ZONE,37.301,-18.966,0.23,12,,,2,,,,,,,,,,,,,,,,,,,,,,,,
,1941,12,5,20,46,58,4,1,7.6,,,0,COSTA RICA,COSTA RICA-PANAMA,8.7,-83.2,0.23,1,,-3.3,-3,,,,,,,,,,,,,6,1,,,,3,,2,,3,,
,1941,12,6,21,24,40,4,1,6.9,,,0,COSTA RICA,COSTA RICA-PANAMA,8.5,-84,0.1,1,,-3.3,-4,,,,,,,,,,,,,,,,,,,,,,,,
,1942,8,24,22,50,27,4,3,8.2,,,0,PERU,S. PERU,-15,-76,2,3,,1,1,,,,,,1,,1,,1,,,30,1,,,25,1,,3,,3,,
,1943,4,6,16,7,15,4,1,8.2,,,0,CHILE,CENTRAL CHILE,-30.75,-72,1,12,,,,,,,,,,,1,,,,,11,1,,,,,,1,,1,,
,1943,6,13,5,12,0,4,1,7.1,,,0,JAPAN,SE. HOKKAIDO ISLAND,41.2,143.3,0.6,1,,-0.7,-0.5,,,,,,,,,,,,,,,,,,,,,,,,
,1944,12,7,4,35,,4,1,8.1,,,0,JAPAN,OFF SOUTHEAST COAST KII PENINSULA,34,137.1,10,156,,2.9,2.5,1223,4,,,2135,4,,4,3059,4,,,1223,4,,,2135,4,,3,29205,4,46950,4
,1945,1,12,18,38,,4,1,7.1,,,0,JAPAN,TOKAIDO,34.7,137.2,1,7,,-0.7,-0.5,,,,,,,,,,,,,2306,4,,,896,3,,4,7221,4,,
,1945,2,10,4,57,0,4,1,7.3,,,0,JAPAN,SANRIKU,40.9,142.1,0.4,1,,-1.3,-1.5,,,,,,,,,,,,,2,1,,,,,,,2,1,,
,1945,11,27,21,56,50,4,3,8,,,2,PAKISTAN,MAKRAN COAST,24.5,63,17,39,,3.9,,4000,4,,,,,25,4,,,,,4000,4,,,,,25,4,,,,
,1946,4,1,12,29,1.3,4,3,8.6,,,11,USA,"UNIMAK ISLAND, AK",53.492,-162.832,42,621,,5.1,4,167,3,,,,,26.271,4,,3,,,167,3,,,,,26.271,4,,3,,
,1946,6,23,17,13,19,4,3,7.3,,,1,CANADA,BRITISH COLUMBIA,49.87,-124.92,9,5,,4.9,2,,,,,,,,1,,,,,,,,,,,,1,,,,
,1946,8,2,19,18,48,2,1,7.9,,,0,CHILE,NORTHERN CHILE,-26.5,-70.5,,0,,,9,,,,,,,,,,,,,2,1,,,,,,3,,,,
,1946,8,4,17,51,5,4,1,7.9,,,0,DOMINICAN REPUBLIC,NORTHEASTERN COAST,19.25,-69,5,8,,2.2,,1790,4,,,,,,3,,3,,,1790,4,,,,,,3,,3,,
,1946,8,8,13,28,33.8,4,1,7.5,,,0,DOMINICAN REPUBLIC,NORTHEASTERN COAST,19.5,-69.5,0.6,13,,,,75,2,,,,,,,,,,,75,2,,,,,,,,,,
,1946,9,30,0,59,40,2,1,7,,,0,PERU,S. PERU,-14,-76.25,,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,3
,1946,11,1,11,14,24,1,1,7,,,0,USA,"ANDREANOF ISLANDS, AK",51.5,-174.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1946,12,20,19,19,5,4,1,8.1,,,1,JAPAN,HONSHU: S COAST,33,135.6,6.6,304,,2.7,2.5,1362,4,,,,,,4,1451,4,,,1362,4,,,,,,4,11661,4,,
,1947,3,25,20,32,15,3,3,7.1,,,0,NEW ZEALAND,OFF COAST OF NORTH ISLAND,-38.85,178.87,10,10,,3.3,3,,,,,,,,1,,1,,,,,,,,,,1,,1,,
,1947,5,17,7,6,0,4,1,6.9,,,0,NEW ZEALAND,OFF COAST OF NORTH ISLAND,-38.42,178.88,6,5,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,
,1947,10,6,19,55,37,3,3,6.9,,,0,GREECE,"PELOPONNESUS, GREECE",37,22,1,1,,,2,,,,,,,,,,,,,3,1,,,20,1,,4,7000,4,,
,1947,11,4,0,9,10,4,1,7,,,0,JAPAN,W. HOKKAIDO ISLAND,43.8,141,2,4,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,
